lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,end_to_end,array_size,nodeID,run,lockNR,numa,cnNR,mnNR,threadNR,maxHandover,colocate
0000000,0002210,0000651,0001214,0004929,0005921,0005119,0001232,001024,003,000,00000008,01,004,004,016,016,1
0000000,0001013,0000171,0001011,0003998,0004729,0004048,0000010,001024,000,001,00000008,01,004,004,016,016,1
0000000,0001519,0000611,0001119,0004990,0005961,0005130,0000530,001024,000,001,00000008,01,004,004,016,016,1
0000000,0000191,0000050,0001014,0004037,0004809,0004087,0000009,001024,001,001,00000008,01,004,004,016,016,1
0000000,0002189,0000661,0001215,0004939,0005951,0005109,0001216,001024,001,001,00000008,01,004,004,016,016,1
0000000,0000191,0000051,0001014,0004038,0004829,0004088,0000009,001024,002,001,00000008,01,004,004,016,016,1
0000000,0002185,0000661,0001213,0004930,0005921,0005100,0001211,001024,002,001,00000008,01,004,004,016,016,1
0000000,0000201,0000150,0001014,0004038,0004829,0004088,0000009,001024,003,001,00000008,01,004,004,016,016,1
0000000,0002196,0000661,0001216,0004949,0005941,0005080,0001221,001024,003,001,00000008,01,004,004,016,016,1
0000000,0001008,0000170,0001010,0003998,0004729,0004038,0000010,001024,000,002,00000008,01,004,004,016,016,1
0000000,0001543,0000581,0001117,0004989,0005951,0005119,0000556,001024,000,002,00000008,01,004,004,016,016,1
0000000,0000190,0000040,0001010,0004028,0004789,0004078,0000009,001024,001,002,00000008,01,004,004,016,016,1
0000000,0002241,0000651,0001208,0004919,0005931,0005079,0001270,001024,001,002,00000008,01,004,004,016,016,1
0000000,0000190,0000040,0001014,0004047,0004819,0004088,0000009,001024,002,002,00000008,01,004,004,016,016,1
0000000,0002242,0000661,0001209,0004929,0005921,0005090,0001272,001024,002,002,00000008,01,004,004,016,016,1
0000000,0000190,0000040,0001012,0004038,0004819,0004098,0000009,001024,003,002,00000008,01,004,004,016,016,1
0000000,0002229,0000661,0001206,0004930,0005931,0005090,0001263,001024,003,002,00000008,01,004,004,016,016,1
