tid,lock_impl_time(ms)
RUN 0
001,  0.002092
001,  0.000338
001,  0.000310
001,  0.000323
001,  0.000303
001,  0.000302
001,  0.000298
001,  0.000313
001,  0.000305
001,  0.000298
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000472
001,  0.000272
001,  0.000297
001,  0.000323
001,  0.000275
001,  0.000280
001,  0.000285
001,  0.000275
001,  0.000292
001,  0.000280
-----------------------------------------------------------------------------------------------

