tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.264547,  0.001942
001,  0.533543,  0.001217
001,  0.410082,  0.001208
001,  0.755485,  0.001210
001,  0.397923,  0.001202
001,  0.807405,  0.001292
001,  0.262933,  0.001202
001,  0.261652,  0.001200
001,  0.256982,  0.001227
001,  0.179950,  0.001143
002,  0.173978,  0.001762
002,  0.567717,  0.001293
002,  0.416783,  0.001245
002,  0.761312,  0.001177
002,  0.393115,  0.001183
002,  0.802187,  0.001205
002,  0.292547,  0.001202
002,  0.276888,  0.001185
002,  0.278252,  0.001107
002,  0.205455,  0.001108
003,  0.546462,  0.001675
003,  0.427697,  0.001272
003,  0.388785,  0.001262
003,  0.001110,  0.001318
003,  0.000225,  0.001387
003,  0.000178,  0.001235
003,  0.385642,  0.001282
003,  0.000185,  0.001262
003,  0.368235,  0.001273
003,  0.000207,  0.001402
004,  0.000433,  0.001883
004,  0.596982,  0.001257
004,  0.422398,  0.001132
004,  0.753862,  0.001192
004,  1.144140,  0.001230
004,  0.295323,  0.001230
004,  0.258220,  0.001228
004,  0.251623,  0.001183
004,  0.246323,  0.001212
004,  0.000938,  0.001253
005,  0.092362,  0.001760
005,  0.581567,  0.001308
005,  0.409973,  0.001248
005,  0.750392,  0.001257
005,  0.754518,  0.001412
005,  0.432170,  0.001292
005,  0.283333,  0.001242
005,  0.272020,  0.001312
005,  0.269053,  0.001205
005,  0.352190,  0.000745
006,  0.638710,  0.001703
006,  0.425465,  0.001332
006,  0.403067,  0.001282
006,  0.000200,  0.001205
006,  0.000282,  0.001275
006,  0.001097,  0.001172
006,  0.402958,  0.001293
006,  0.000317,  0.001192
006,  0.382733,  0.001187
006,  0.001032,  0.001198
007,  0.357395,  0.001553
007,  0.491145,  0.001343
007,  0.391507,  0.001302
007,  0.745945,  0.001208
007,  0.377112,  0.001243
007,  0.000222,  0.001275
007,  0.411808,  0.001290
007,  0.276818,  0.001243
007,  0.261835,  0.001252
007,  0.256342,  0.001250
008,  0.452832,  0.001732
008,  0.460268,  0.001150
008,  0.408342,  0.001283
008,  0.740535,  0.001250
008,  0.368180,  0.001215
008,  0.413018,  0.001350
008,  0.294723,  0.001237
008,  0.270293,  0.001227
008,  0.264265,  0.001252
008,  0.258188,  0.001357
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.000373,  0.001453
001,  0.478257,  0.001237
001,  0.777062,  0.001240
001,  0.430007,  0.001225
001,  0.376698,  0.001185
001,  0.762410,  0.001317
001,  0.671078,  0.001267
001,  0.181648,  0.001293
001,  0.134245,  0.001252
001,  0.070682,  0.001252
002,  0.300898,  0.001545
002,  0.447240,  0.001210
002,  0.390472,  0.001323
002,  0.431565,  0.001260
002,  0.383378,  0.001242
002,  0.399722,  0.001168
002,  0.000215,  0.001285
002,  0.391293,  0.001133
002,  0.607947,  0.001280
002,  0.187260,  0.001222
003,  0.371995,  0.001648
003,  0.407603,  0.001393
003,  0.000243,  0.001322
003,  0.000215,  0.001423
003,  0.000187,  0.001388
003,  0.418873,  0.001240
003,  0.749142,  0.001265
003,  0.001093,  0.001300
003,  0.000202,  0.001230
003,  0.379950,  0.001382
004,  0.231485,  0.001973
004,  0.445958,  0.001270
004,  0.782003,  0.001272
004,  0.406170,  0.001183
004,  0.000207,  0.001202
004,  0.760058,  0.001197
004,  0.970265,  0.001195
004,  0.175037,  0.001177
004,  0.067375,  0.001225
004,  0.058862,  0.001132
005,  0.155483,  0.001698
005,  0.457600,  0.001297
005,  0.768522,  0.001315
005,  0.409478,  0.001280
005,  0.359170,  0.001453
005,  0.385305,  0.001283
005,  0.386630,  0.001267
005,  0.000227,  0.001310
005,  0.000222,  0.001335
005,  0.000198,  0.001268
006,  0.440898,  0.001645
006,  0.415835,  0.001195
006,  0.001060,  0.001260
006,  0.000953,  0.001303
006,  0.422272,  0.001350
006,  0.415158,  0.001152
006,  0.375405,  0.001385
006,  0.374158,  0.001253
006,  0.683208,  0.001215
006,  0.191938,  0.001292
007,  0.083560,  0.001447
007,  0.455335,  0.001332
007,  0.762233,  0.001313
007,  0.395010,  0.001235
007,  0.352302,  0.001250
007,  0.376403,  0.001218
007,  0.378215,  0.001247
007,  0.001037,  0.001388
007,  0.000208,  0.001225
007,  0.000203,  0.001280
008,  0.514408,  0.001645
008,  0.779837,  0.001262
008,  0.434372,  0.001272
008,  0.382088,  0.001223
008,  0.764195,  0.001232
008,  0.675443,  0.001202
008,  0.187072,  0.001247
008,  0.121047,  0.001307
008,  0.066605,  0.001257
008,  0.069468,  0.000817
-----------------------------------------------------------------------------------------------

