tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.922723,  0.000437
001,  0.766210,  0.000188
001,  0.143560,  0.000160
001,  0.116248,  0.000143
001,  0.124597,  0.000163
001,  0.175920,  0.000165
001,  0.174318,  0.000162
001,  0.332962,  0.000160
001,  0.241765,  0.000163
001,  0.344068,  0.000182
002,  0.708668,  0.000442
002,  1.065352,  0.000212
002,  0.362580,  0.000170
002,  0.226355,  0.000180
002,  0.396583,  0.000177
002,  0.113563,  0.000223
002,  0.327370,  0.000142
002,  0.160993,  0.000187
002,  0.346788,  0.000145
002,  0.187687,  0.000150
003,  1.072250,  0.000357
003,  0.707977,  0.000187
003,  0.420067,  0.000198
003,  0.000295,  0.000317
003,  0.283902,  0.000210
003,  0.000252,  0.000352
003,  0.000190,  0.000178
003,  0.214010,  0.000175
003,  0.135610,  0.000142
003,  0.125707,  0.000230
004,  0.858037,  0.000370
004,  0.885507,  0.000318
004,  0.253312,  0.000292
004,  0.175437,  0.000232
004,  0.189077,  0.000238
004,  0.444893,  0.000280
004,  0.231082,  0.000250
004,  0.085647,  0.000227
004,  0.295133,  0.000297
004,  0.000348,  0.000270
006,  0.999110,  0.000412
006,  0.944332,  0.000302
006,  0.307743,  0.000287
006,  0.318325,  0.000218
006,  0.228948,  0.000245
006,  0.266678,  0.000218
006,  0.372467,  0.000277
006,  0.114385,  0.000237
006,  0.407813,  0.000357
006,  0.396425,  0.000270
005,  1.240677,  0.000467
005,  1.098003,  0.000322
005,  0.000253,  0.000383
005,  0.424352,  0.000267
005,  0.000493,  0.000415
005,  0.222972,  0.000240
005,  0.421563,  0.000255
005,  0.000367,  0.000347
005,  0.000340,  0.000215
005,  0.239582,  0.000230
007,  0.783300,  0.000403
007,  0.814728,  0.000167
007,  0.083533,  0.000170
007,  0.274223,  0.000150
007,  0.080345,  0.000202
007,  0.375910,  0.000160
007,  0.111838,  0.000157
007,  0.269428,  0.000155
007,  0.075965,  0.000157
007,  0.290353,  0.000203
008,  1.150632,  0.000348
008,  1.015782,  0.000275
008,  0.201545,  0.000238
008,  0.379973,  0.000258
008,  0.348367,  0.000242
