tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.077610,  0.002200
001,  1.435252,  0.001058
001,  0.113950,  0.001670
001,  0.002133,  0.000948
001,  0.087377,  0.001602
001,  0.029408,  0.001530
001,  0.008895,  0.001327
001,  0.002558,  0.001480
001,  0.006472,  0.001333
001,  0.001352,  0.000910
003,  2.069403,  0.001840
003,  0.142067,  0.000942
003,  0.117865,  0.000847
003,  0.174287,  0.000875
003,  0.009492,  0.001437
003,  0.047038,  0.000818
003,  0.024403,  0.000793
003,  0.013117,  0.001323
003,  0.010577,  0.001322
003,  0.014832,  0.001282
002,  3.064188,  0.002000
002,  0.006312,  0.001418
002,  0.009023,  0.000818
002,  0.098420,  0.000862
002,  0.056332,  0.001498
002,  0.008475,  0.001543
002,  0.041288,  0.000822
002,  0.103132,  0.000857
002,  0.098728,  0.000775
002,  0.000233,  0.001272
004,  2.224307,  0.001865
004,  0.124100,  0.000977
004,  0.122408,  0.000907
004,  0.006832,  0.001502
004,  0.012852,  0.000870
004,  0.426887,  0.000865
004,  0.109082,  0.001380
004,  0.022385,  0.000817
004,  0.199473,  0.001118
004,  0.105338,  0.000947
005,  0.232542,  0.001843
005,  0.058220,  0.001047
005,  0.054922,  0.001018
005,  0.109558,  0.000980
005,  0.123853,  0.000935
005,  0.108298,  0.000930
005,  0.056520,  0.000970
005,  0.109007,  0.001033
005,  0.047638,  0.000960
005,  0.001522,  0.001658
006,  4.011712,  0.002037
006,  0.005723,  0.001272
006,  0.008548,  0.001260
006,  0.004853,  0.001188
006,  0.009992,  0.001228
006,  0.008423,  0.000187
006,  0.028123,  0.000173
006,  0.000177,  0.000148
006,  0.000115,  0.000168
006,  0.000115,  0.000132
007,  0.000790,  0.002110
007,  0.189197,  0.001465
007,  0.130465,  0.001358
007,  0.004340,  0.001267
007,  0.001077,  0.001235
007,  0.002677,  0.001278
007,  0.011918,  0.001232
007,  0.001900,  0.001237
007,  0.001000,  0.001217
007,  0.008458,  0.001250
008,  0.155757,  0.001907
008,  0.081265,  0.001405
008,  0.013073,  0.001530
008,  0.129263,  0.001108
008,  0.131260,  0.001032
008,  0.121900,  0.001037
008,  0.121578,  0.001297
008,  0.003318,  0.001602
008,  0.011983,  0.001398
008,  0.002840,  0.001412
-----------------------------------------------------------------------------------------------

RUN 1
001,  3.201565,  0.001612
001,  0.058270,  0.000978
001,  0.138020,  0.001045
001,  0.103498,  0.000977
001,  0.054293,  0.000963
001,  0.000342,  0.000880
001,  0.000313,  0.000865
001,  0.000247,  0.000845
001,  0.000240,  0.000862
001,  0.000237,  0.000852
003,  0.206280,  0.001488
003,  0.121257,  0.000877
003,  0.273812,  0.001303
003,  0.115557,  0.000848
003,  0.113385,  0.001417
003,  0.005042,  0.001377
003,  0.023778,  0.000832
003,  0.020455,  0.000805
003,  0.020507,  0.000772
003,  0.015037,  0.001232
002,  0.084633,  0.001585
002,  1.229892,  0.001338
002,  0.008607,  0.001252
002,  0.008950,  0.001222
002,  0.009358,  0.000792
002,  0.049910,  0.000828
002,  0.133468,  0.001268
002,  0.124288,  0.000885
002,  0.110193,  0.000883
002,  0.110283,  0.000855
004,  2.399627,  0.001203
004,  0.110763,  0.000882
004,  0.109625,  0.000827
004,  0.104843,  0.000790
004,  0.122572,  0.001385
004,  0.007342,  0.001478
004,  0.040797,  0.001290
004,  0.008860,  0.001312
004,  0.006382,  0.001227
004,  0.009670,  0.001283
005,  2.139842,  0.001813
005,  0.063793,  0.001427
005,  0.004030,  0.001630
005,  0.007130,  0.001387
005,  0.003065,  0.001435
005,  0.007847,  0.001368
005,  0.001238,  0.001415
005,  0.005928,  0.001373
005,  0.002020,  0.001478
005,  0.022753,  0.001320
006,  0.000302,  0.001478
006,  0.171433,  0.001443
006,  0.006205,  0.001332
006,  0.003187,  0.001267
006,  0.007903,  0.001190
006,  0.001452,  0.001220
006,  0.022953,  0.001295
006,  0.009875,  0.001288
006,  0.004218,  0.001280
006,  0.010842,  0.001183
007,  3.498667,  0.001840
007,  0.115445,  0.000880
007,  0.110912,  0.001372
007,  0.007033,  0.000235
007,  0.010623,  0.000173
007,  0.007098,  0.000160
007,  0.007060,  0.000185
007,  0.006133,  0.000188
007,  0.006655,  0.000178
007,  0.000183,  0.000143
008,  0.138237,  0.001663
008,  0.076990,  0.001043
008,  0.101120,  0.000930
008,  0.035610,  0.000898
008,  0.115470,  0.000953
008,  0.095835,  0.000973
008,  0.052927,  0.000915
008,  0.542615,  0.001440
008,  0.000668,  0.001535
008,  0.024107,  0.001325
-----------------------------------------------------------------------------------------------

