tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  0.081350,  0.000472
001,  0.280240,  0.000280
001,  0.525382,  0.000548
001,  0.605598,  0.000433
001,  0.824415,  0.000442
001,  0.156118,  0.000310
001,  0.093947,  0.000362
001,  0.139982,  0.000390
001,  0.357847,  0.000337
001,  0.608493,  0.000448
002,  0.739973,  0.000727
002,  0.748663,  0.000383
002,  0.000338,  0.000408
002,  0.679123,  0.000287
002,  0.000315,  0.000332
002,  0.000157,  0.000360
002,  0.258043,  0.000233
002,  0.421230,  0.000213
002,  0.195995,  0.000225
002,  0.000427,  0.000198
003,  0.000727,  0.000602
003,  0.219148,  0.000303
003,  0.726125,  0.000413
003,  0.272317,  0.000258
003,  0.890692,  0.000247
003,  0.897218,  0.000240
003,  0.910178,  0.000203
003,  0.088720,  0.000302
003,  0.000433,  0.000250
003,  0.273113,  0.000310
004,  0.564260,  0.000518
004,  0.350040,  0.000452
004,  0.263715,  0.000462
004,  0.381998,  0.000317
004,  0.292425,  0.000390
004,  0.312672,  0.000407
004,  0.592180,  0.000398
004,  0.540297,  0.000378
004,  0.675250,  0.000377
004,  0.091353,  0.000362
005,  0.168853,  0.000528
005,  0.468473,  0.000270
005,  0.409272,  0.000217
005,  0.428785,  0.000237
005,  0.388703,  0.000248
005,  0.409262,  0.000227
005,  0.315858,  0.000278
005,  0.000475,  0.000303
005,  0.305055,  0.000248
005,  0.417583,  0.000195
006,  1.079325,  0.000652
006,  0.000630,  0.000472
006,  0.154802,  0.000373
006,  0.815820,  0.000428
006,  0.493782,  0.000303
006,  0.259023,  0.000255
006,  0.521365,  0.000475
006,  0.318862,  0.000353
006,  0.094430,  0.000328
006,  0.818057,  0.000388
007,  1.156848,  0.000622
007,  0.905653,  0.000532
007,  0.790350,  0.000267
007,  0.744942,  0.000375
007,  0.238422,  0.000357
007,  0.201837,  0.000313
007,  0.212340,  0.000333
007,  0.257653,  0.000228
007,  0.250043,  0.000212
007,  0.960410,  0.000233
008,  0.904488,  0.000715
008,  1.076013,  0.000360
008,  0.949055,  0.000257
008,  0.339448,  0.000220
008,  0.138308,  0.000382
008,  0.641385,  0.000343
008,  0.405962,  0.000322
008,  0.666375,  0.000555
008,  0.938073,  0.000405
008,  0.464743,  0.000502
009,  0.407347,  0.000563
009,  0.148677,  0.000763
