tid,lock_impl_time(ms)
RUN 0
001,  0.087650
001,  0.538775
001,  0.369288
001,  0.337293
001,  0.334505
001,  0.376397
001,  0.388160
001,  0.367520
001,  0.358440
001,  0.352970
002,  0.511060
002,  0.419155
002,  0.350875
002,  0.348900
002,  0.349732
002,  0.394893
002,  0.369730
002,  0.366513
002,  0.354020
002,  0.356628
003,  0.178235
003,  0.511898
003,  0.364325
003,  0.337858
003,  0.333310
003,  0.383022
003,  0.398822
003,  0.361783
003,  0.358053
003,  0.351137
004,  0.264020
004,  0.488198
004,  0.362832
004,  0.337650
004,  0.332447
004,  0.385285
004,  0.377898
004,  0.357392
004,  0.353843
004,  0.345455
005,  0.001277
005,  0.561183
005,  0.371000
005,  0.331345
005,  0.330362
005,  0.363787
005,  0.384787
005,  0.356727
005,  0.355720
005,  0.348503
007,  0.583637
007,  0.378787
007,  0.338610
007,  0.338713
007,  0.365452
007,  0.394462
007,  0.363027
007,  0.362142
007,  0.351853
007,  0.351582
006,  0.432673
006,  0.435940
006,  0.347697
006,  0.339368
006,  0.330757
006,  0.389137
006,  0.359293
006,  0.359497
006,  0.352757
006,  0.351262
008,  0.351793
008,  0.448225
008,  0.364063
008,  0.338313
008,  0.330632
008,  0.396822
008,  0.371527
008,  0.364087
008,  0.358735
008,  0.351732
-----------------------------------------------------------------------------------------------

RUN 1
001,  0.065243
001,  0.414268
001,  0.372533
001,  0.384370
001,  0.390262
001,  0.364462
001,  0.367783
001,  0.360207
001,  0.351907
001,  0.344973
002,  0.000578
002,  0.410968
002,  0.378492
002,  0.388952
002,  0.391608
002,  0.367395
002,  0.373532
002,  0.362593
002,  0.353187
002,  0.346087
003,  0.181397
003,  0.408202
003,  0.367930
003,  0.375278
003,  0.365617
003,  0.353060
003,  0.366967
003,  0.341468
003,  0.343930
003,  0.335025
004,  0.131622
004,  0.397338
004,  0.357747
004,  0.381408
004,  0.362087
004,  0.347087
004,  0.351808
004,  0.338357
004,  0.339697
004,  0.331447
005,  0.388283
005,  0.369562
005,  0.375503
005,  0.381737
005,  0.360175
005,  0.361860
005,  0.352687
005,  0.343603
005,  0.336285
005,  0.344247
007,  0.358903
007,  0.376707
007,  0.371815
007,  0.380685
007,  0.355528
007,  0.365713
007,  0.351922
007,  0.342668
007,  0.336872
007,  0.343782
006,  0.288063
006,  0.381377
006,  0.361370
006,  0.373920
006,  0.355758
006,  0.352772
006,  0.342435
006,  0.332780
006,  0.335157
006,  0.337507
008,  0.228808
008,  0.389177
008,  0.351535
008,  0.381198
008,  0.361425
008,  0.355380
008,  0.359337
008,  0.341333
008,  0.343707
008,  0.335572
-----------------------------------------------------------------------------------------------

