tid,wait_acq(ms),wait_rel(ms)
RUN 0
001,  5.770930,  0.001852
001,  0.560125,  0.001327
001,  0.430385,  0.001192
001,  0.442217,  0.001192
001,  0.454055,  0.001202
001,  0.400652,  0.001182
001,  0.397030,  0.001157
001,  0.389112,  0.001195
001,  0.389317,  0.001220
001,  0.387300,  0.001170
002,  6.296388,  0.001980
002,  0.420203,  0.001317
002,  0.409350,  0.001350
002,  0.413275,  0.001278
002,  0.380078,  0.001170
002,  0.385660,  0.001218
002,  0.368297,  0.001217
002,  0.367340,  0.001232
002,  0.369150,  0.001210
002,  0.361157,  0.000192
003,  6.117397,  0.001748
003,  0.420997,  0.001492
003,  0.385472,  0.001273
003,  0.397710,  0.001305
003,  0.405777,  0.001227
003,  0.375868,  0.001248
003,  0.358987,  0.001238
003,  0.359720,  0.001290
003,  0.364573,  0.001268
003,  0.354077,  0.001242
004,  5.948675,  0.001957
004,  0.492885,  0.001238
004,  0.418847,  0.001175
004,  0.421267,  0.001187
004,  0.427025,  0.001183
004,  0.388630,  0.001135
004,  0.376723,  0.001135
004,  0.374592,  0.001173
004,  0.379168,  0.001178
004,  0.371883,  0.001153
005,  0.001157,  0.002088
005,  6.280110,  0.001293
005,  0.431660,  0.001158
005,  0.431887,  0.001208
005,  0.451318,  0.001163
005,  0.406063,  0.001207
005,  0.410942,  0.001198
005,  0.390530,  0.001160
005,  0.392187,  0.001192
005,  0.395095,  0.001145
006,  6.037004,  0.001930
006,  0.490038,  0.001243
006,  0.418940,  0.001213
006,  0.445873,  0.001197
006,  0.432095,  0.001260
006,  0.402320,  0.001195
006,  0.393043,  0.001188
006,  0.388587,  0.001197
006,  0.384645,  0.001150
006,  0.382458,  0.001112
007,  6.194152,  0.001747
007,  0.421682,  0.001308
007,  0.396462,  0.001358
007,  0.396795,  0.001297
007,  0.396818,  0.001267
007,  0.379887,  0.001193
007,  0.361908,  0.001260
007,  0.361657,  0.001223
007,  0.367065,  0.001190
007,  0.355745,  0.001187
008,  5.865684,  0.001832
008,  0.521702,  0.001367
008,  0.422378,  0.001220
008,  0.428632,  0.001213
008,  0.449512,  0.001338
008,  0.403662,  0.001247
008,  0.395998,  0.001210
008,  0.389107,  0.001207
008,  0.391978,  0.001237
008,  0.381713,  0.001212
009,  0.524705,  0.002077
009,  0.463910,  0.001438
009,  0.383208,  0.001423
009,  0.390158,  0.001538
009,  0.365130,  0.001442
009,  0.411047,  0.002613
009,  0.469110,  0.001537
009,  0.366253,  0.001468
009,  0.384310,  0.002513
009,  0.353420,  0.001385
010,  0.366478,  0.001977
010,  0.518852,  0.001397
010,  0.401417,  0.001275
010,  0.390260,  0.001217
010,  0.390150,  0.001260
010,  0.407898,  0.002193
010,  0.455698,  0.001223
010,  0.424288,  0.001353
010,  0.406593,  0.001230
010,  0.388532,  0.001215
011,  0.614948,  0.001942
011,  0.451503,  0.001307
011,  0.370280,  0.001235
011,  0.416548,  0.001247
011,  0.365115,  0.001265
011,  0.412513,  0.002223
011,  0.464747,  0.001312
011,  0.373535,  0.001233
011,  0.411332,  0.001233
011,  0.356925,  0.001203
012,  0.085080,  0.002222
012,  0.566310,  0.001297
012,  0.405922,  0.001230
012,  0.381028,  0.001262
012,  0.395178,  0.001212
012,  0.395647,  0.001247
012,  0.438738,  0.002103
012,  0.437693,  0.001265
012,  0.372992,  0.001233
012,  0.392643,  0.001222
013,  0.703650,  0.002013
013,  0.418165,  0.001318
013,  0.379830,  0.001220
013,  0.412778,  0.001255
013,  0.388278,  0.001228
013,  0.415013,  0.002160
013,  0.444208,  0.001265
013,  0.368648,  0.001202
013,  0.402600,  0.001252
013,  0.353565,  0.000168
014,  0.198803,  0.002013
014,  0.530982,  0.014107
014,  0.394840,  0.001250
014,  0.366048,  0.014437
014,  0.375172,  0.001240
014,  0.386953,  0.001200
014,  0.430930,  0.002220
014,  0.404208,  0.001303
014,  0.375688,  0.013928
014,  0.373120,  0.001293
015,  0.449313,  0.001988
015,  0.496492,  0.001487
015,  0.368717,  0.001355
015,  0.387645,  0.001230
015,  0.358510,  0.001253
015,  0.409707,  0.002227
015,  0.435493,  0.001290
015,  0.368852,  0.001248
015,  0.395173,  0.001200
015,  0.366655,  0.001225
016,  0.295312,  0.001915
016,  0.530047,  0.001355
016,  0.384158,  0.001232
016,  0.394213,  0.001320
016,  0.376462,  0.001223
016,  0.387942,  0.002157
016,  0.448287,  0.001258
016,  0.405047,  0.001383
016,  0.390547,  0.001205
016,  0.371103,  0.001252
-----------------------------------------------------------------------------------------------

RUN 1
001,  5.747995,  0.001445
001,  0.486990,  0.001207
001,  0.409355,  0.001170
001,  0.400307,  0.001148
001,  0.415325,  0.001190
001,  0.446873,  0.001187
001,  0.383143,  0.001158
001,  0.384492,  0.001190
001,  0.383437,  0.001150
001,  0.380353,  0.001127
002,  6.066517,  0.001322
002,  0.386283,  0.001280
002,  0.363763,  0.001268
002,  0.363678,  0.001275
002,  0.402627,  0.001227
002,  0.358420,  0.001272
002,  0.350380,  0.001188
002,  0.344623,  0.001237
002,  0.340923,  0.001192
002,  0.340090,  0.001187
003,  5.998250,  0.001400
003,  0.409892,  0.001280
003,  0.379457,  0.001217
003,  0.374780,  0.001203
003,  0.413925,  0.001223
003,  0.389283,  0.001270
003,  0.365212,  0.001260
003,  0.353525,  0.001247
003,  0.352932,  0.001210
003,  0.353858,  0.001245
004,  5.687752,  0.001600
004,  0.483195,  0.001180
004,  0.393457,  0.001138
004,  0.389235,  0.001172
004,  0.388577,  0.001157
004,  0.434677,  0.001158
004,  0.370885,  0.001147
004,  0.366815,  0.001150
004,  0.360435,  0.001137
004,  0.361468,  0.001173
005,  5.809865,  0.001708
005,  0.472168,  0.001227
005,  0.410205,  0.001202
005,  0.404565,  0.001178
005,  0.423542,  0.001167
005,  0.438892,  0.001182
005,  0.391748,  0.001178
005,  0.385745,  0.001167
005,  0.384532,  0.001183
005,  0.383505,  0.001227
006,  5.942353,  0.001288
006,  0.450885,  0.001137
006,  0.410365,  0.001137
006,  0.402053,  0.001147
006,  0.435133,  0.001148
006,  0.423845,  0.001187
006,  0.391143,  0.001185
006,  0.380893,  0.001160
006,  0.371547,  0.001188
006,  0.380670,  0.001152
007,  6.163005,  0.001588
007,  0.391895,  0.001288
007,  0.384962,  0.001243
007,  0.389322,  0.001250
007,  0.444835,  0.001252
007,  0.377978,  0.001335
007,  0.371233,  0.001242
007,  0.368168,  0.001218
007,  0.364892,  0.001292
007,  0.362053,  0.000215
008,  5.883005,  0.001567
008,  0.457823,  0.001232
008,  0.408257,  0.001250
008,  0.401153,  0.001227
008,  0.435405,  0.001185
008,  0.433815,  0.001218
008,  0.387882,  0.001205
008,  0.377603,  0.001190
008,  0.376520,  0.001182
008,  0.377437,  0.001168
009,  0.568155,  0.001590
009,  0.360857,  0.001415
009,  0.421825,  0.002443
009,  0.403575,  0.001390
009,  0.366037,  0.001338
009,  0.423747,  0.002510
009,  0.402132,  0.001508
009,  0.388970,  0.001365
009,  0.365628,  0.001363
009,  0.382543,  0.000323
010,  0.318087,  0.001437
010,  0.389220,  0.001228
010,  0.381153,  0.002190
010,  0.418130,  0.001228
010,  0.374763,  0.001180
010,  0.393895,  0.001230
010,  0.429807,  0.001227
010,  0.378730,  0.001237
010,  0.366748,  0.001182
010,  0.340990,  0.001183
011,  0.520275,  0.001482
011,  0.386290,  0.001297
011,  0.414082,  0.002260
011,  0.416807,  0.001247
011,  0.363270,  0.001197
011,  0.427518,  0.002173
011,  0.409967,  0.001270
011,  0.404008,  0.001228
011,  0.367815,  0.001212
011,  0.382970,  0.001268
012,  0.000653,  0.014640
012,  0.415607,  0.001247
012,  0.358040,  0.001200
012,  0.425550,  0.002240
012,  0.388553,  0.001247
012,  0.374968,  0.001232
012,  0.425863,  0.002180
012,  0.424438,  0.001220
012,  0.392797,  0.001215
012,  0.364452,  0.001175
013,  0.458265,  0.001330
013,  0.382942,  0.001230
013,  0.396362,  0.002270
013,  0.421142,  0.001230
013,  0.361153,  0.001208
013,  0.404590,  0.002163
013,  0.413375,  0.001263
013,  0.408083,  0.001223
013,  0.359425,  0.001260
013,  0.374512,  0.001283
014,  0.380585,  0.001608
014,  0.391290,  0.001173
014,  0.384562,  0.002177
014,  0.405993,  0.001275
014,  0.364348,  0.001245
014,  0.394992,  0.002153
014,  0.438105,  0.001255
014,  0.407750,  0.001215
014,  0.363935,  0.001270
014,  0.354410,  0.002263
015,  0.262232,  0.001562
015,  0.423123,  0.001215
015,  0.369390,  0.002197
015,  0.431128,  0.001197
015,  0.376595,  0.001237
015,  0.401852,  0.001192
015,  0.432278,  0.002173
015,  0.393288,  0.001222
015,  0.380173,  0.001192
015,  0.351937,  0.001207
016,  0.196047,  0.001535
016,  0.427410,  0.001268
016,  0.360307,  0.002210
016,  0.441583,  0.001212
016,  0.387738,  0.001207
016,  0.400540,  0.001227
016,  0.424370,  0.002117
016,  0.409847,  0.001232
016,  0.391608,  0.001237
016,  0.359537,  0.001255
-----------------------------------------------------------------------------------------------

