tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00025936,00025936,010,00085728,00022685,00022685,001024,000,000,00000001,00025936,02,0000000776664800
001,00025983,00025983,010,00089779,00022630,00022630,001024,000,000,00000001,00025983,02,0000000812928743
002,00025917,00025917,010,00091562,00022520,00022520,001024,000,000,00000001,00025917,02,0000000823549915
003,00025943,00025943,010,00086017,00022755,00022755,001024,000,000,00000001,00025943,02,0000000808758313
004,00025885,00025885,010,00092870,00022541,00022541,001024,000,000,00000001,00025885,02,0000000837006098
005,00025909,00025909,010,00094253,00022536,00022536,001024,000,000,00000001,00025909,02,0000000845422039
006,00025845,00025845,010,00093817,00022509,00022509,001024,000,000,00000001,00025845,02,0000000275755462
007,00025882,00025882,010,00085800,00022626,00022626,001024,000,000,00000001,00025882,02,0000000805136375
008,00025964,00025964,010,00089774,00022580,00022580,001024,000,000,00000001,00025964,02,0000000764667225
009,00025927,00025927,010,00078051,00023002,00023002,001024,000,000,00000001,00025927,02,0000000693827062
010,00025921,00025921,010,00097841,00022321,00022321,001024,000,000,00000001,00025921,02,0000000777716410
011,00025962,00025962,010,00100324,00022276,00022276,001024,000,000,00000001,00025962,02,0000000792303315
012,00025932,00025932,010,00086364,00022746,00022746,001024,000,000,00000001,00025932,02,0000000811459756
013,00025978,00025978,010,00088662,00022771,00022771,001024,000,000,00000001,00025978,02,0000000815523312
014,00025899,00025899,010,00093452,00022494,00022494,001024,000,000,00000001,00025899,02,0000000838734282
015,00025982,00025982,010,00072021,00023042,00023042,001024,000,000,00000001,00025982,02,0000000664515184
016,00025973,00025973,010,00079566,00022887,00022887,001024,000,000,00000001,00025973,02,0000000702626803
017,00025978,00025978,010,00086740,00022513,00022513,001024,000,000,00000001,00025978,02,0000000744738983
018,00025934,00025934,010,00074714,00022900,00022900,001024,000,000,00000001,00025934,02,0000000681205907
019,00025928,00025928,010,00085045,00022342,00022342,001024,000,000,00000001,00025928,02,0000000736755572
020,00025892,00025892,010,00074796,00022733,00022733,001024,000,000,00000001,00025892,02,0000000683641839
021,00025990,00025990,010,00077530,00022699,00022699,001024,000,000,00000001,00025990,02,0000000701073905
022,00025998,00025998,010,00075429,00022767,00022767,001024,000,000,00000001,00025998,02,0000000690588691
023,00025967,00025967,010,00069951,00023060,00023060,001024,000,000,00000001,00025967,02,0000000647839023
024,00025964,00025964,010,00076045,00022925,00022925,001024,000,000,00000001,00025964,02,0000000684419396
025,00025928,00025928,010,00086771,00022347,00022347,001024,000,000,00000001,00025928,02,0000000744498271
026,00025911,00025911,010,00071165,00022981,00022981,001024,000,000,00000001,00025911,02,0000000666772483
027,00026033,00026033,010,00080510,00022649,00022649,001024,000,000,00000001,00026033,02,0000000711755664
028,00026007,00026007,010,00073049,00022869,00022869,001024,000,000,00000001,00026007,02,0000000676217265
