tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.083743,  0.000405
002,  0.546823,  0.000142
002,  0.394872,  0.000108
002,  0.373852,  0.000088
002,  0.380252,  0.000098
002,  0.389570,  0.000087
002,  0.388593,  0.000130
002,  0.367815,  0.000088
002,  0.374735,  0.000087
002,  0.360208,  0.000085
001,  0.603795,  0.000378
001,  0.378965,  0.000108
001,  0.372870,  0.000110
001,  0.372380,  0.000120
001,  0.375480,  0.000107
001,  0.376647,  0.000178
001,  0.360778,  0.000110
001,  0.362605,  0.000110
001,  0.347778,  0.000122
001,  0.347050,  0.000112
003,  0.251695,  0.000345
003,  0.484610,  0.000213
003,  0.371580,  0.000137
003,  0.364463,  0.000218
003,  0.355635,  0.000138
003,  0.378198,  0.000202
003,  0.365502,  0.000135
003,  0.360347,  0.000142
003,  0.352817,  0.000207
003,  0.348033,  0.000142
004,  0.001122,  0.000332
004,  0.570115,  0.000117
004,  0.378095,  0.000125
004,  0.366068,  0.000083
004,  0.371812,  0.000097
004,  0.378575,  0.000083
004,  0.377453,  0.000112
004,  0.359413,  0.000117
004,  0.365170,  0.000100
004,  0.349672,  0.000085
005,  0.169910,  0.000347
005,  0.519838,  0.000235
005,  0.394548,  0.000215
005,  0.373638,  0.009005
005,  0.370877,  0.000130
005,  0.391232,  0.000105
005,  0.382860,  0.000143
005,  0.365213,  0.006572
005,  0.365738,  0.000173
005,  0.359597,  0.000127
006,  0.523580,  0.000328
006,  0.403795,  0.000128
006,  0.366377,  0.000115
006,  0.365317,  0.000135
006,  0.369273,  0.000110
006,  0.368562,  0.000178
006,  0.355453,  0.000120
006,  0.356620,  0.000132
006,  0.344210,  0.000165
006,  0.346493,  0.000122
007,  0.425862,  0.000347
007,  0.413133,  0.000160
007,  0.369870,  0.000140
007,  0.363655,  0.000122
007,  0.349228,  0.000115
007,  0.362238,  0.000197
007,  0.359470,  0.000105
007,  0.355120,  0.000095
007,  0.345683,  0.000098
007,  0.345273,  0.000117
008,  0.337825,  0.000363
008,  0.452372,  0.000180
008,  0.373213,  0.000145
008,  0.367005,  0.000180
008,  0.353613,  0.000147
008,  0.392830,  0.000163
008,  0.378060,  0.000182
008,  0.361880,  0.000155
008,  0.351635,  0.000133
008,  0.351147,  0.000128
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.083487,  0.000197
002,  0.420382,  0.000113
002,  0.381915,  0.000115
002,  0.428468,  0.000113
002,  0.392805,  0.000110
002,  0.367942,  0.000117
002,  0.373967,  0.000112
002,  0.365755,  0.000117
002,  0.363407,  0.000113
002,  0.368842,  0.000115
001,  0.255840,  0.000233
001,  0.400853,  0.000117
001,  0.388500,  0.000120
001,  0.379493,  0.000135
001,  0.363532,  0.000120
001,  0.373482,  0.000123
001,  0.346910,  0.000117
001,  0.342568,  0.000117
001,  0.340613,  0.000112
001,  0.366403,  0.000118
003,  0.193468,  0.000235
003,  0.413595,  0.000148
003,  0.365068,  0.000115
003,  0.391038,  0.000130
003,  0.373027,  0.000128
003,  0.367847,  0.000137
003,  0.360200,  0.000122
003,  0.355097,  0.000122
003,  0.353050,  0.000193
003,  0.362905,  0.000127
004,  0.000535,  0.000145
004,  0.420190,  0.000097
004,  0.379665,  0.000088
004,  0.419468,  0.000087
004,  0.391342,  0.000085
004,  0.365935,  0.000085
004,  0.371637,  0.000087
004,  0.361428,  0.000088
004,  0.359950,  0.000102
004,  0.364410,  0.000088
005,  0.141467,  0.000218
005,  0.419125,  0.007800
005,  0.377635,  0.000137
005,  0.420847,  0.000132
005,  0.384753,  0.000133
005,  0.369325,  0.006420
005,  0.371092,  0.000118
005,  0.365237,  0.000115
005,  0.363023,  0.000127
005,  0.363610,  0.005657
006,  0.400727,  0.000367
006,  0.384778,  0.000148
006,  0.406137,  0.000163
006,  0.391700,  0.000157
006,  0.366735,  0.000155
006,  0.364058,  0.000157
006,  0.358448,  0.000123
006,  0.363362,  0.000140
006,  0.362650,  0.000125
006,  0.364552,  0.000117
007,  0.326433,  0.000233
007,  0.375343,  0.000110
007,  0.401650,  0.000092
007,  0.386818,  0.000212
007,  0.355302,  0.000113
007,  0.350773,  0.000125
007,  0.353640,  0.000102
007,  0.352170,  0.000095
007,  0.347693,  0.000095
007,  0.342357,  0.000103
008,  0.465530,  0.000297
008,  0.379067,  0.000197
008,  0.420850,  0.000167
008,  0.396752,  0.000165
008,  0.369893,  0.000125
008,  0.374105,  0.000142
008,  0.364735,  0.000115
008,  0.362618,  0.000138
008,  0.367025,  0.000138
008,  0.369565,  0.000147
-----------------------------------------------------------------------------------------------

