tid,wait_acq(ms),wait_rel(ms)
RUN 0
002,  0.493533,  0.002128
002,  0.280737,  0.001373
002,  0.111935,  0.001440
002,  0.420913,  0.001353
002,  0.049720,  0.001308
002,  0.383245,  0.001397
002,  0.106115,  0.001318
002,  0.344445,  0.001342
002,  0.406012,  0.001330
002,  0.421312,  0.001248
001,  0.407670,  0.001937
001,  0.236065,  0.001470
001,  0.202078,  0.001357
001,  0.230875,  0.001473
001,  0.176007,  0.001308
001,  0.164928,  0.001402
001,  0.212415,  0.001337
001,  0.164953,  0.001393
001,  0.216983,  0.001490
001,  0.234552,  0.001260
003,  0.090320,  0.001937
003,  0.000238,  0.001458
003,  0.000185,  0.001497
003,  0.000238,  0.001285
003,  0.428642,  0.000245
003,  0.459247,  0.000242
003,  0.000187,  0.001295
003,  0.411665,  0.000227
003,  0.000432,  0.001325
003,  0.000377,  0.001282
004,  0.163655,  0.001912
004,  0.126392,  0.001685
004,  0.418470,  0.001750
004,  0.109742,  0.001453
004,  0.358073,  0.001535
004,  0.000312,  0.001417
004,  0.394927,  0.001460
004,  0.052400,  0.001440
004,  0.111855,  0.001477
004,  0.110728,  0.001432
005,  0.328768,  0.002050
005,  0.469813,  0.001692
005,  0.334318,  0.001553
005,  0.340787,  0.001633
005,  0.276550,  0.001390
005,  0.125113,  0.001335
005,  0.316220,  0.001352
005,  0.268425,  0.001392
005,  0.154710,  0.001488
005,  0.335005,  0.001328
006,  0.242265,  0.001907
006,  0.383618,  0.001497
006,  0.228338,  0.001648
006,  0.198945,  0.001428
006,  0.147782,  0.001352
006,  0.189865,  0.001540
006,  0.187575,  0.001442
006,  0.131793,  0.001322
006,  0.182995,  0.001437
006,  0.200682,  0.001302
007,  0.000702,  0.002232
007,  0.168685,  0.001617
007,  0.163033,  0.001322
007,  0.161770,  0.001425
007,  0.111197,  0.001290
007,  0.299807,  0.001532
007,  0.153927,  0.001255
007,  0.100498,  0.001240
007,  0.323065,  0.001380
007,  0.163008,  0.001302
008,  0.580780,  0.000520
008,  0.546412,  0.000370
008,  0.488507,  0.000272
008,  0.488250,  0.000412
008,  0.000278,  0.001617
008,  0.084655,  0.001410
008,  0.469382,  0.000295
008,  0.000178,  0.001400
008,  0.476323,  0.000278
008,  0.491012,  0.000232
-----------------------------------------------------------------------------------------------

RUN 1
002,  0.094123,  0.001443
002,  0.415392,  0.001425
002,  0.046802,  0.001373
002,  0.397460,  0.001293
002,  0.106255,  0.001342
002,  0.397713,  0.001320
002,  0.047082,  0.001292
002,  0.385668,  0.001298
002,  0.408533,  0.001320
002,  0.179430,  0.001245
001,  0.204972,  0.001497
001,  0.221252,  0.001408
001,  0.168750,  0.001317
001,  0.212942,  0.001402
001,  0.220678,  0.001327
001,  0.213188,  0.001390
001,  0.144290,  0.001235
001,  0.205365,  0.001342
001,  0.224152,  0.001468
001,  0.149567,  0.001435
003,  0.469202,  0.000280
003,  0.000142,  0.001405
003,  0.424018,  0.000210
003,  0.000128,  0.001273
003,  0.000188,  0.001293
003,  0.000172,  0.001275
003,  0.422227,  0.000210
003,  0.000145,  0.001407
003,  0.000413,  0.001377
003,  0.427670,  0.000205
004,  0.155168,  0.001385
004,  0.111350,  0.001377
004,  0.353912,  0.001435
004,  0.101863,  0.001345
004,  0.401542,  0.001527
004,  0.110075,  0.001430
004,  0.352752,  0.001392
004,  0.461813,  0.000332
004,  0.107138,  0.001407
004,  0.064850,  0.001335
005,  0.335395,  0.001557
005,  0.163930,  0.001393
005,  0.111400,  0.001357
005,  0.150507,  0.001307
005,  0.321693,  0.001428
005,  0.320860,  0.001392
005,  0.106190,  0.001408
005,  0.149188,  0.001322
005,  0.328278,  0.001370
005,  0.114523,  0.001368
006,  0.261970,  0.001598
006,  0.191015,  0.001485
006,  0.144655,  0.001357
006,  0.177445,  0.001353
006,  0.197017,  0.001307
006,  0.186805,  0.001400
006,  0.171883,  0.001505
006,  0.180913,  0.001357
006,  0.193040,  0.001263
006,  0.354430,  0.001628
007,  0.000580,  0.001502
007,  0.332210,  0.001438
007,  0.272238,  0.001353
007,  0.322663,  0.001257
007,  0.159502,  0.001263
007,  0.153715,  0.001242
007,  0.268887,  0.001282
007,  0.308928,  0.001365
007,  0.153735,  0.001232
007,  0.278502,  0.001222
008,  0.397665,  0.001715
008,  0.487397,  0.000355
008,  0.000305,  0.001417
008,  0.472000,  0.000260
008,  0.470215,  0.000235
008,  0.465572,  0.000213
008,  0.000237,  0.001367
008,  0.111305,  0.001470
008,  0.475167,  0.000262
008,  0.000160,  0.001382
-----------------------------------------------------------------------------------------------

