tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00018541,00018541,010,00018541,00000000,00000000,001024,000,000,00000001,00018541,02,000017341454
001,00018538,00018538,010,00018538,00000000,00000000,001024,000,000,00000001,00018538,02,000015904108
002,00018616,00018616,010,00018616,00000000,00000000,001024,000,000,00000001,00018616,02,000019608612
003,00018550,00018550,010,00018550,00000000,00000000,001024,000,000,00000001,00018550,02,000015625258
004,00018599,00018599,010,00018599,00000000,00000000,001024,000,000,00000001,00018599,02,000015852038
005,00018631,00018631,010,00018631,00000000,00000000,001024,000,000,00000001,00018631,02,000016140589
006,00018594,00018594,010,00018594,00000000,00000000,001024,000,000,00000001,00018594,02,000016602844
007,00018557,00018557,010,00018557,00000000,00000000,001024,000,000,00000001,00018557,02,000014459147
008,00018533,00018533,010,00018533,00000000,00000000,001024,000,000,00000001,00018533,02,000015217728
009,00018623,00018623,010,00018623,00000000,00000000,001024,000,000,00000001,00018623,02,000020532987
010,00018537,00018537,010,00018537,00000000,00000000,001024,000,000,00000001,00018537,02,000014868824
011,00018571,00018571,010,00018571,00000000,00000000,001024,000,000,00000001,00018571,02,000016632989
012,00018619,00018619,010,00018619,00000000,00000000,001024,000,000,00000001,00018619,02,000015950228
013,00018600,00018600,010,00018600,00000000,00000000,001024,000,000,00000001,00018600,02,000014539594
014,00018547,00018547,010,00018547,00000000,00000000,001024,000,000,00000001,00018547,02,000017007742
015,00018552,00018552,010,00018552,00000000,00000000,001024,000,000,00000001,00018552,02,000016304893
016,00018612,00018612,010,00018612,00000000,00000000,001024,000,000,00000001,00018612,02,000017886091
017,00018592,00018592,010,00018592,00000000,00000000,001024,000,000,00000001,00018592,02,000016727490
018,00018588,00018588,010,00018588,00000000,00000000,001024,000,000,00000001,00018588,02,000017106831
019,00018633,00018633,010,00018633,00000000,00000000,001024,000,000,00000001,00018633,02,000016868245
020,00018583,00018583,010,00018583,00000000,00000000,001024,000,000,00000001,00018583,02,000017309838
021,00018624,00018624,010,00018624,00000000,00000000,001024,000,000,00000001,00018624,02,000016140860
022,00018625,00018625,010,00018625,00000000,00000000,001024,000,000,00000001,00018625,02,000017275202
023,00018622,00018622,010,00018622,00000000,00000000,001024,000,000,00000001,00018622,02,000017248182
024,00018529,00018529,010,00018529,00000000,00000000,001024,000,000,00000001,00018529,02,000018337343
025,00018597,00018597,010,00018597,00000000,00000000,001024,000,000,00000001,00018597,02,000016299413
026,00018612,00018612,010,00018612,00000000,00000000,001024,000,000,00000001,00018612,02,000015725477
