tid,loop_in_cs,lock_acquires,duration,glock_tries,handovers,handovers_data,array_size(B),nodeID,run,lockNR,la,pinning,cache_misses
000,00034430,00034430,010,00091510,00030738,00030738,001024,000,000,00000001,00034430,02,0000030543236458
001,00034447,00034447,010,00107636,00030009,00030009,001024,000,000,00000001,00034447,02,0000030678077505
002,00034370,00034370,010,00117428,00029398,00029398,001024,000,000,00000001,00034370,02,0000001568927664
003,00034475,00034475,010,00113496,00029716,00029716,001024,000,000,00000001,00034475,02,0000030683731434
004,00034407,00034407,010,00102861,00030206,00030206,001024,000,000,00000001,00034407,02,0000030683433232
005,00034466,00034466,010,00109638,00029895,00029895,001024,000,000,00000001,00034466,02,0000030731355946
006,00034491,00034491,010,00096846,00030484,00030484,001024,000,000,00000001,00034491,02,0000030648789617
007,00034474,00034474,010,00105187,00030051,00030051,001024,000,000,00000001,00034474,02,0000030769606904
008,00034517,00034517,010,00118160,00029644,00029644,001024,000,000,00000001,00034517,02,0000030736150194
009,00034504,00034504,010,00084334,00030943,00030943,001024,000,000,00000001,00034504,02,0000030747880691
010,00034452,00034452,010,00101625,00030225,00030225,001024,000,000,00000001,00034452,02,0000030719962884
011,00034494,00034494,010,00112604,00029767,00029767,001024,000,000,00000001,00034494,02,0000030680565777
012,00034534,00034534,010,00109833,00029982,00029982,001024,000,000,00000001,00034534,02,0000030737210251
013,00034531,00034531,010,00100704,00030318,00030318,001024,000,000,00000001,00034531,02,0000030717543169
014,00034590,00034590,010,00072784,00031350,00031350,001024,000,000,00000001,00034590,02,0000030829077544
015,00034569,00034569,010,00102948,00030274,00030274,001024,000,000,00000001,00034569,02,0000030748720114
016,00034523,00034523,010,00099048,00030124,00030124,001024,000,000,00000001,00034523,02,0000030759723915
017,00034508,00034508,010,00090509,00030643,00030643,001024,000,000,00000001,00034508,02,0000030777764232
018,00034566,00034566,010,00083601,00030906,00030906,001024,000,000,00000001,00034566,02,0000030787365004
019,00034536,00034536,010,00111071,00029766,00029766,001024,000,000,00000001,00034536,02,0000030682189170
020,00034459,00034459,010,00096556,00030439,00030439,001024,000,000,00000001,00034459,02,0000030781938649
021,00034572,00034572,010,00105818,00030020,00030020,001024,000,000,00000001,00034572,02,0000030823699755
022,00034466,00034466,010,00100032,00030300,00030300,001024,000,000,00000001,00034466,02,0000030820058167
023,00034507,00034507,010,00120037,00029400,00029400,001024,000,000,00000001,00034507,02,0000030801258003
024,00034517,00034517,010,00106550,00029975,00029975,001024,000,000,00000001,00034517,02,0000030649535228
025,00034551,00034551,010,00097856,00030314,00030314,001024,000,000,00000001,00034551,02,0000030694643669
026,00034585,00034585,010,00084996,00030792,00030792,001024,000,000,00000001,00034585,02,0000030718289943
027,00034540,00034540,010,00102346,00030017,00030017,001024,000,000,00000001,00034540,02,0000030594007437
028,00034545,00034545,010,00102040,00030065,00030065,001024,000,000,00000001,00034545,02,0000030813872910
029,00034512,00034512,010,00099219,00030292,00030292,001024,000,000,00000001,00034512,02,0000030742519703
030,00034500,00034500,010,00098662,00030221,00030221,001024,000,000,00000001,00034500,02,0000030859220473
031,00034466,00034466,010,00115527,00029643,00029643,001024,000,000,00000001,00034466,02,0000030633976272
000,00016761,00016761,010,00053240,00014655,00014655,001024,001,000,00000001,00016761,02,0000030647573979
001,00016731,00016731,010,00049628,00014801,00014801,001024,001,000,00000001,00016731,02,0000030763865167
002,00016681,00016681,010,00056982,00014473,00014473,001024,001,000,00000001,00016681,02,0000030848104314
